Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price
8/17/2020,West Bengal,Lucknow,Kolkata Market,Tomato,,1170,1839,
26-03-2018,Karnataka,Jaipur,Jaipur Mandi,Potato,Local,939,1129,956
9/10/2024,Maharashtra,Kolkata,Lucknow Mandi,Wheat,Premium,1885,2011,1953
2/1/2018,Rajasthan,Lucknow,Kolkata Market,Soyabean,FAQ,2117,2688,2683
13-09-2019,Maharashtra,Patna,Lucknow Mandi,Maize,Standard,2095,2629,
4/3/2023,Maharashtra,Jaipur,Lucknow Mandi,Potato,Premium,842,1558,1272
15/08/2018,Karnataka,Pune,Lucknow Mandi,Soyabean,Local,2979,3164,
11/8/2022,West Bengal,Pune,Ludhiana Market,Potato,Standard,2060,2745,2330
9/7/2021,Maharashtra,Patna,Jaipur Mandi,Wheat,Premium,2043,2564,2062
13-05-2020,Tamil Nadu,Pune,Ludhiana Market,Cotton,Local,2214,2934,2827
1/11/2019,Maharashtra,Coimbatore,APMC Pune,Tomato,grade a,1437,1830,1450
28-03-2021,Uttar Pradesh,Ludhiana,Patna Bazaar,Soyabean,FAQ,2087,2312,2234
14/01/2020,Tamil Nadu,Pune,Lucknow Mandi,Cotton,Standard,2650,2812,
18-06-2022,Karnataka,Jaipur,Lucknow Mandi,Maize,Local,2225,2607,2481
29/02/2020,Rajasthan,Jaipur,Ludhiana Market,Maize,,1955,2101,2080
11/13/2019,Bihar,Mysuru,Kolkata Market,Rice,Local,2216,2604,2488
3/7/2019,West Bengal,Ludhiana,Kolkata Market,Wheat,,1510,1676,1511
25/11/2019,Punjab,Kolkata,Jaipur Mandi,Rice,Grade A,1334,1968,1886
27/06/2020,West Bengal,Lucknow,Coimbatore Mandi,Wheat,Premium,1258,1527,1399
12/16/2022,Rajasthan,Lucknow,APMC Pune,Cotton,FAQ,2007,2480,2393
23-04-2019,Punjab,Kolkata,APMC Pune,Maize,Standard,2770,3330,
1/6/2024,Tamil Nadu,Kolkata,Lucknow Mandi,Wheat,Grade A,1048,1269,1048
9/20/2022,West Bengal,Kolkata,Coimbatore Mandi,Rice,Hybrid,1064,1193,
12/1/2023,Tamil Nadu,Pune,Mysuru Yard,Wheat,Standard,2901,3187,3111
8/3/2020,Tamil Nadu,Ludhiana,Lucknow Mandi,Soyabean,Premium,2918,3326,3268
2/27/2021,West Bengal,Jaipur,Ludhiana Market,Soyabean,Local,903,1448,1376
14-08-2021,Maharashtra,Coimbatore,Coimbatore Mandi,Potato,Standard,2519,2965,2905
3/10/2018,Punjab,Patna,Ludhiana Market,Onion,grade a,1468,1721,1593
12/7/2019,West Bengal,Jaipur,Patna Bazaar,Potato,grade a,2620,2758,2711
10/11/2018,Karnataka,Kolkata,Ludhiana Market,Rice,Grade A,1373,1835,1387
7/23/2022,Tamil Nadu,Ludhiana,Lucknow Mandi,Soyabean,FAQ,1340,1768,
4/9/2019,Maharashtra,Pune,APMC Pune,Tomato,Standard,1959,2070,
27-10-2023,Tamil Nadu,Mysuru,Jaipur Mandi,Onion,FAQ,1552,1747,1735
5/29/2024,West Bengal,Mysuru,Lucknow Mandi,Soyabean,,2941,3425,3244
3/10/2020,Bihar,Patna,Lucknow Mandi,Tomato,FAQ,1314,1530,
12/10/2020,Karnataka,Ludhiana,Jaipur Mandi,Cotton,,1881,2031,2019
3/5/2020,Punjab,Ludhiana,Patna Bazaar,Rice,Standard,1180,1611,1313
24/12/2018,Uttar Pradesh,Patna,Coimbatore Mandi,Soyabean,Standard,2916,3688,
4/23/2021,Tamil Nadu,Jaipur,Patna Bazaar,Cotton,,890,1668,1200
5/2/2019,Karnataka,Patna,APMC Pune,Potato,Local,2754,2934,2858
10/25/2020,Maharashtra,Mysuru,Kolkata Market,Tomato,Hybrid,1446,2005,1625
7/1/2019,Rajasthan,Lucknow,Jaipur Mandi,Soyabean,Standard,1374,1907,1882
8/6/2018,Uttar Pradesh,Pune,Ludhiana Market,Soyabean,Premium,2895,3549,
1/8/2023,Rajasthan,Lucknow,Jaipur Mandi,Cotton,grade a,2936,3278,3227
21-12-2022,Punjab,Lucknow,Ludhiana Market,Potato,Hybrid,2438,2848,
3/1/2021,West Bengal,Mysuru,Ludhiana Market,Cotton,,1557,2295,2235
17/01/2021,Rajasthan,Coimbatore,Coimbatore Mandi,Soyabean,Standard,2457,2783,2545
30/11/2021,Maharashtra,Pune,Coimbatore Mandi,Rice,,2562,3099,2830
12/21/2020,Maharashtra,Lucknow,APMC Pune,Rice,,2181,2838,
27-07-2021,Tamil Nadu,Ludhiana,Kolkata Market,Soyabean,Hybrid,2413,2543,2421
10/4/2022,Rajasthan,Mysuru,Mysuru Yard,Onion,grade a,951,1624,
29-09-2024,West Bengal,Pune,Coimbatore Mandi,Onion,FAQ,2814,3488,3299
1/7/2023,Tamil Nadu,Mysuru,Ludhiana Market,Cotton,,1025,1589,1465
13/10/2020,Uttar Pradesh,Ludhiana,Lucknow Mandi,Maize,Hybrid,1983,2609,
12/16/2019,Bihar,Pune,Coimbatore Mandi,Cotton,Hybrid,1922,2354,
1/8/2023,Karnataka,Ludhiana,Kolkata Market,Cotton,Grade A,1156,1720,
9/7/2023,Uttar Pradesh,Coimbatore,Lucknow Mandi,Rice,Hybrid,1743,1966,
3/19/2018,Tamil Nadu,Coimbatore,Mysuru Yard,Wheat,Standard,1599,1757,1697
15-01-2021,Tamil Nadu,Mysuru,Patna Bazaar,Wheat,Grade A,1367,1862,1739
20/05/2018,Bihar,Kolkata,Kolkata Market,Maize,,2922,3565,
7/11/2020,Karnataka,Ludhiana,Lucknow Mandi,Soyabean,FAQ,2975,3595,3335
2/5/2021,West Bengal,Patna,Mysuru Yard,Onion,,2914,3643,3356
10/3/2020,West Bengal,Coimbatore,Jaipur Mandi,Wheat,grade a,2136,2618,2501
1/16/2022,West Bengal,Mysuru,Ludhiana Market,Maize,,2467,3195,2924
5/10/2021,Rajasthan,Pune,Jaipur Mandi,Maize,Hybrid,1145,1489,1474
7/7/2023,Tamil Nadu,Pune,Ludhiana Market,Potato,FAQ,1987,2652,2258
10/28/2021,Uttar Pradesh,Lucknow,APMC Pune,Rice,Local,1730,2449,2055
1/9/2023,Rajasthan,Jaipur,Kolkata Market,Soyabean,Grade A,1228,1848,1302
27/07/2023,Rajasthan,Ludhiana,Ludhiana Market,Cotton,,963,1163,1114
12/12/2023,Uttar Pradesh,Coimbatore,Mysuru Yard,Soyabean,Standard,1610,2096,1684
9/12/2022,Punjab,Coimbatore,Lucknow Mandi,Wheat,Hybrid,2466,3057,2908
1/9/2023,Uttar Pradesh,Pune,Lucknow Mandi,Onion,Premium,1566,1844,
6/10/2023,Maharashtra,Kolkata,Jaipur Mandi,Maize,Standard,1445,2119,1669
12/12/2023,Rajasthan,Ludhiana,Jaipur Mandi,Rice,Standard,1873,2300,2222
29/06/2020,West Bengal,Coimbatore,APMC Pune,Wheat,grade a,1813,2427,
2/22/2021,West Bengal,Pune,Kolkata Market,Rice,Local,883,1437,1389
15-04-2021,Rajasthan,Lucknow,Lucknow Mandi,Potato,FAQ,1339,1837,1552
31/07/2019,Tamil Nadu,Mysuru,Jaipur Mandi,Maize,Grade A,1508,2278,2050
31-08-2024,Maharashtra,Lucknow,Ludhiana Market,Cotton,grade a,2615,3062,2987
15-07-2020,Tamil Nadu,Pune,Patna Bazaar,Onion,Grade A,1528,1991,1750
17-03-2024,Maharashtra,Lucknow,Jaipur Mandi,Soyabean,Grade A,2382,2818,2797
25/03/2023,Rajasthan,Coimbatore,Patna Bazaar,Potato,Grade A,2786,3079,
7/1/2022,Rajasthan,Pune,Mysuru Yard,Onion,Grade A,2934,3312,2976
9/10/2018,Uttar Pradesh,Ludhiana,Coimbatore Mandi,Cotton,Local,2731,3294,
6/4/2020,Maharashtra,Patna,Lucknow Mandi,Cotton,FAQ,2448,2984,
9/3/2018,Punjab,Jaipur,Mysuru Yard,Maize,Grade A,845,1172,947
6/29/2020,Karnataka,Patna,Kolkata Market,Cotton,Grade A,1674,1926,
10/7/2018,Uttar Pradesh,Mysuru,Mysuru Yard,Potato,Premium,2569,3310,2628
19/11/2023,Karnataka,Coimbatore,Patna Bazaar,Potato,Premium,1831,1996,
6/3/2021,West Bengal,Kolkata,APMC Pune,Maize,Premium,876,1673,
14-06-2023,Punjab,Patna,Ludhiana Market,Onion,,1614,2130,1735
8/17/2022,Karnataka,Kolkata,Jaipur Mandi,Cotton,Hybrid,2111,2378,2275
29-06-2024,Punjab,Jaipur,Patna Bazaar,Potato,FAQ,1850,2364,2228
29-04-2022,Punjab,Mysuru,Coimbatore Mandi,Cotton,Grade A,1052,1191,
19-07-2022,Karnataka,Coimbatore,Jaipur Mandi,Onion,,2226,2553,2354
9/19/2019,Uttar Pradesh,Coimbatore,Kolkata Market,Tomato,Local,1900,2378,2208
12/5/2022,Uttar Pradesh,Pune,Jaipur Mandi,Rice,FAQ,2856,3383,3139
1/27/2018,Rajasthan,Ludhiana,Kolkata Market,Cotton,FAQ,1431,1758,1681
13/11/2019,Tamil Nadu,Coimbatore,Patna Bazaar,Wheat,,2072,2219,
1/1/2019,West Bengal,Kolkata,Coimbatore Mandi,Wheat,Hybrid,1856,2521,2174
2/21/2018,Tamil Nadu,Coimbatore,Jaipur Mandi,Soyabean,Premium,2885,3592,
2/5/2020,Karnataka,Patna,Ludhiana Market,Onion,Standard,1870,2591,
1/4/2024,Maharashtra,Jaipur,Jaipur Mandi,Soyabean,Grade A,2355,3038,
17/09/2020,Bihar,Mysuru,Patna Bazaar,Onion,FAQ,1492,1652,1539
3/4/2024,Uttar Pradesh,Pune,Patna Bazaar,Cotton,FAQ,2607,2730,
31/10/2023,Uttar Pradesh,Patna,Patna Bazaar,Cotton,Grade A,2379,2526,2493
30-10-2023,Bihar,Mysuru,Coimbatore Mandi,Tomato,FAQ,2054,2664,2644
1/8/2019,Rajasthan,Mysuru,Jaipur Mandi,Wheat,,1084,1461,1151
17/01/2020,Bihar,Ludhiana,Mysuru Yard,Onion,Hybrid,2208,2693,2276
9/1/2024,West Bengal,Kolkata,Ludhiana Market,Onion,,2414,3040,
10/28/2021,Bihar,Jaipur,Coimbatore Mandi,Potato,Standard,2033,2824,
23/12/2021,West Bengal,Coimbatore,Patna Bazaar,Tomato,FAQ,2167,2368,2329
2/1/2018,Maharashtra,Mysuru,Ludhiana Market,Potato,FAQ,1931,2105,1954
6/5/2020,Rajasthan,Patna,Jaipur Mandi,Tomato,FAQ,873,1639,
7/6/2022,Maharashtra,Kolkata,Kolkata Market,Tomato,Hybrid,2343,2814,
23/11/2019,Uttar Pradesh,Ludhiana,Patna Bazaar,Wheat,Premium,2734,3397,
7/15/2021,Bihar,Coimbatore,Kolkata Market,Cotton,Local,1494,1664,
22/08/2023,Karnataka,Ludhiana,Patna Bazaar,Cotton,grade a,2354,3082,
28/12/2021,Bihar,Kolkata,APMC Pune,Wheat,FAQ,2352,2950,
9/16/2023,Punjab,Mysuru,APMC Pune,Onion,Local,1660,2260,
6/6/2023,Tamil Nadu,Coimbatore,Lucknow Mandi,Onion,Local,1172,1660,1226
8/13/2021,West Bengal,Pune,Lucknow Mandi,Rice,Premium,2614,2920,2811
24/08/2020,Karnataka,Ludhiana,APMC Pune,Onion,Premium,2807,3377,2873
19/02/2024,Maharashtra,Patna,Kolkata Market,Maize,FAQ,1677,1868,1750
10/16/2024,West Bengal,Mysuru,APMC Pune,Cotton,Hybrid,1377,2130,2119
12/30/2021,Punjab,Ludhiana,Kolkata Market,Cotton,Local,2837,3345,2850
3/12/2023,Karnataka,Pune,Ludhiana Market,Wheat,,2787,3470,3308
11/11/2022,Punjab,Pune,Patna Bazaar,Wheat,,2665,3135,3087
8/10/2022,Maharashtra,Pune,Patna Bazaar,Maize,Standard,2061,2389,2233
6/2/2024,Maharashtra,Ludhiana,Lucknow Mandi,Rice,Hybrid,1418,2193,1973
23-04-2022,Rajasthan,Mysuru,Lucknow Mandi,Tomato,Hybrid,2674,2983,2879
2/8/2021,Tamil Nadu,Lucknow,Coimbatore Mandi,Rice,FAQ,2805,3114,
8/23/2023,Bihar,Mysuru,Kolkata Market,Potato,,2079,2213,2079
28-07-2024,Uttar Pradesh,Ludhiana,Jaipur Mandi,Cotton,,1995,2471,2378
3/1/2023,Karnataka,Mysuru,Kolkata Market,Potato,grade a,1008,1276,1019
2/5/2020,Rajasthan,Patna,APMC Pune,Potato,Standard,2370,2574,2417
23-03-2018,Bihar,Mysuru,Ludhiana Market,Soyabean,FAQ,810,1602,1274
3/3/2018,Karnataka,Ludhiana,Coimbatore Mandi,Maize,Hybrid,1044,1546,1050
15-12-2020,Karnataka,Ludhiana,Lucknow Mandi,Rice,FAQ,1421,1882,1852
9/9/2021,Maharashtra,Ludhiana,APMC Pune,Potato,Premium,2914,3460,3135
7/4/2023,Tamil Nadu,Pune,Mysuru Yard,Maize,Local,1604,1921,
5/7/2022,Maharashtra,Ludhiana,Mysuru Yard,Maize,Hybrid,2315,2526,2437
19-09-2022,Uttar Pradesh,Ludhiana,Patna Bazaar,Maize,Premium,2311,2876,
8/2/2018,Maharashtra,Mysuru,Kolkata Market,Onion,grade a,2198,2916,
29/07/2021,West Bengal,Patna,Ludhiana Market,Onion,,1020,1598,1202
7/10/2021,Punjab,Kolkata,Lucknow Mandi,Soyabean,Local,2348,2632,2630
5/3/2018,Karnataka,Pune,Jaipur Mandi,Onion,grade a,2723,3362,2973
27/11/2018,Bihar,Kolkata,APMC Pune,Onion,FAQ,1638,2222,2019
16-08-2024,Rajasthan,Coimbatore,Coimbatore Mandi,Maize,,2544,2947,
8/3/2020,Tamil Nadu,Mysuru,Mysuru Yard,Cotton,Grade A,2480,2685,2489
2/4/2021,Bihar,Patna,Jaipur Mandi,Wheat,Local,2930,3525,
5/7/2022,West Bengal,Lucknow,Lucknow Mandi,Maize,Hybrid,1941,2239,1946
2/12/2022,West Bengal,Lucknow,Kolkata Market,Tomato,grade a,2757,2890,
20-07-2021,Punjab,Coimbatore,Ludhiana Market,Tomato,Grade A,2096,2265,
9/12/2019,Tamil Nadu,Coimbatore,Lucknow Mandi,Tomato,Hybrid,2543,2929,2866
10/7/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Maize,Standard,2335,3037,2781
9/8/2024,Tamil Nadu,Jaipur,Lucknow Mandi,Maize,FAQ,2045,2299,2239
6/17/2022,Bihar,Patna,Coimbatore Mandi,Rice,FAQ,1377,1835,1584
12/3/2018,Punjab,Pune,Kolkata Market,Maize,Premium,1303,1605,1345
14/09/2023,Punjab,Kolkata,Mysuru Yard,Cotton,FAQ,2783,3029,2951
1/11/2018,Karnataka,Pune,Ludhiana Market,Soyabean,Local,1082,1795,1472
4/4/2019,Uttar Pradesh,Patna,Kolkata Market,Wheat,Grade A,2332,2469,
7/6/2018,West Bengal,Patna,Mysuru Yard,Onion,FAQ,1444,1609,1555
10/5/2018,Punjab,Jaipur,Ludhiana Market,Onion,grade a,2073,2381,
3/20/2018,Uttar Pradesh,Jaipur,Kolkata Market,Onion,FAQ,1527,1906,
2/4/2023,Bihar,Ludhiana,APMC Pune,Maize,,2278,2929,2787
15-08-2021,West Bengal,Ludhiana,Jaipur Mandi,Onion,Premium,1877,2069,1947
16/02/2023,Uttar Pradesh,Pune,Patna Bazaar,Potato,Premium,2247,2867,2589
7/12/2018,Karnataka,Ludhiana,Coimbatore Mandi,Cotton,Local,1657,1773,1702
4/20/2020,Uttar Pradesh,Jaipur,Coimbatore Mandi,Tomato,Grade A,1538,1832,1749
27/02/2020,West Bengal,Patna,Jaipur Mandi,Soyabean,grade a,2853,3584,3577
1/28/2022,Tamil Nadu,Pune,Ludhiana Market,Onion,FAQ,2312,2592,2413
18-11-2018,Punjab,Lucknow,Lucknow Mandi,Potato,Hybrid,2064,2758,2593
11/11/2020,Punjab,Patna,Mysuru Yard,Wheat,Premium,2418,3024,2957
28-03-2019,Tamil Nadu,Coimbatore,Patna Bazaar,Soyabean,Hybrid,1889,1996,1934
7/1/2018,Maharashtra,Patna,Jaipur Mandi,Cotton,,2555,2737,2645
7/1/2019,Uttar Pradesh,Patna,Kolkata Market,Onion,grade a,2417,3184,2670
29-04-2020,Tamil Nadu,Lucknow,Ludhiana Market,Rice,FAQ,1397,1751,1538
29/07/2022,West Bengal,Mysuru,Patna Bazaar,Potato,Standard,2550,3037,2696
25/01/2018,Uttar Pradesh,Patna,Jaipur Mandi,Onion,Grade A,1429,1722,1521
29-04-2024,Maharashtra,Coimbatore,Jaipur Mandi,Wheat,Standard,2167,2649,2488
2/7/2021,Uttar Pradesh,Ludhiana,Patna Bazaar,Soyabean,Standard,933,1397,
23/04/2024,Maharashtra,Mysuru,Ludhiana Market,Potato,Hybrid,2623,3155,2928
5/11/2022,Punjab,Patna,Lucknow Mandi,Tomato,Premium,987,1443,
27-01-2020,Maharashtra,Pune,Kolkata Market,Tomato,Standard,2163,2421,
9/29/2023,Tamil Nadu,Ludhiana,Jaipur Mandi,Maize,Premium,1670,2364,1740
1/24/2020,Rajasthan,Coimbatore,Coimbatore Mandi,Cotton,Hybrid,935,1231,1082
17-08-2020,Rajasthan,Coimbatore,Mysuru Yard,Rice,FAQ,1736,2025,
21-04-2024,West Bengal,Coimbatore,APMC Pune,Potato,Local,2458,2688,2548
14-04-2021,Uttar Pradesh,Mysuru,Coimbatore Mandi,Onion,Hybrid,2933,3466,3045
17-05-2023,Tamil Nadu,Lucknow,Lucknow Mandi,Potato,Standard,1182,1283,
17/11/2021,Rajasthan,Coimbatore,Lucknow Mandi,Wheat,Hybrid,2955,3107,2989
4/15/2020,Uttar Pradesh,Coimbatore,Lucknow Mandi,Potato,Grade A,2940,3465,3239
11/23/2018,Karnataka,Patna,Jaipur Mandi,Rice,Hybrid,870,1398,
22/04/2022,Tamil Nadu,Lucknow,Lucknow Mandi,Wheat,Local,2789,3358,
21/04/2022,Punjab,Ludhiana,Mysuru Yard,Potato,Premium,2546,3067,3033
26-10-2020,Tamil Nadu,Pune,APMC Pune,Tomato,Standard,1178,1890,1474
2/4/2022,Punjab,Ludhiana,Mysuru Yard,Soyabean,,1749,2249,2068
26/07/2021,Bihar,Ludhiana,Patna Bazaar,Wheat,Hybrid,2194,2485,2410
2/1/2023,Tamil Nadu,Ludhiana,APMC Pune,Onion,grade a,2186,2909,
11/8/2020,Karnataka,Mysuru,Mysuru Yard,Maize,Local,2943,3706,
1/9/2024,Uttar Pradesh,Lucknow,Ludhiana Market,Potato,Grade A,1134,1291,1142
24-02-2023,Punjab,Kolkata,Patna Bazaar,Potato,Hybrid,1209,1968,1869
1/16/2021,Maharashtra,Patna,Jaipur Mandi,Rice,Standard,2681,2871,
15/11/2023,Tamil Nadu,Ludhiana,Jaipur Mandi,Tomato,Grade A,1543,2140,2030
22-03-2020,Maharashtra,Pune,Mysuru Yard,Onion,Standard,843,1519,1157
5/21/2021,Tamil Nadu,Mysuru,Patna Bazaar,Wheat,Hybrid,2109,2612,2600
28-01-2022,Rajasthan,Lucknow,Kolkata Market,Rice,Standard,2518,2861,2645
23-03-2019,Maharashtra,Kolkata,Lucknow Mandi,Cotton,Premium,2709,2915,
6/28/2023,Punjab,Jaipur,APMC Pune,Wheat,Standard,948,1324,1051
26/10/2024,Rajasthan,Lucknow,Ludhiana Market,Tomato,Premium,2666,3423,
11/8/2019,Karnataka,Mysuru,Patna Bazaar,Rice,Local,2239,2584,2243
12/2/2024,West Bengal,Jaipur,Ludhiana Market,Cotton,grade a,2809,3148,
28-03-2021,Punjab,Jaipur,APMC Pune,Maize,FAQ,1303,1416,1341
28-12-2021,West Bengal,Lucknow,Jaipur Mandi,Wheat,FAQ,2244,2605,
8/11/2024,Bihar,Mysuru,Jaipur Mandi,Rice,Local,2403,3163,
23/12/2019,Maharashtra,Mysuru,Lucknow Mandi,Onion,Grade A,1290,1791,1444
21/11/2022,Maharashtra,Patna,Lucknow Mandi,Onion,FAQ,1112,1492,
2/8/2024,Maharashtra,Lucknow,Lucknow Mandi,Wheat,Premium,1619,1850,
11/8/2022,Rajasthan,Pune,Lucknow Mandi,Soyabean,FAQ,1665,1892,1749
10/12/2023,Karnataka,Pune,Jaipur Mandi,Rice,Grade A,1104,1897,
24-03-2021,Uttar Pradesh,Coimbatore,Kolkata Market,Onion,Local,1173,1666,1388
5/6/2018,Rajasthan,Patna,Mysuru Yard,Cotton,,1825,2297,
3/4/2018,Karnataka,Pune,Kolkata Market,Tomato,FAQ,2136,2469,2282
11/1/2018,Karnataka,Pune,Ludhiana Market,Maize,grade a,2637,3031,3003
2/2/2023,Tamil Nadu,Jaipur,APMC Pune,Rice,Hybrid,2676,3104,
5/10/2022,Rajasthan,Patna,Ludhiana Market,Potato,FAQ,2813,3413,
23-05-2021,Tamil Nadu,Patna,Ludhiana Market,Rice,Standard,865,1103,890
6/11/2021,Tamil Nadu,Pune,Kolkata Market,Rice,Premium,1549,2116,1745
10/26/2023,West Bengal,Jaipur,Jaipur Mandi,Wheat,FAQ,1673,2236,2001
4/2/2024,Karnataka,Kolkata,APMC Pune,Maize,Local,2552,3278,3124
9/7/2020,Uttar Pradesh,Kolkata,APMC Pune,Tomato,Grade A,2483,2597,2504
9/10/2023,West Bengal,Coimbatore,Jaipur Mandi,Rice,Local,2462,2702,2580
6/2/2020,Karnataka,Mysuru,Mysuru Yard,Maize,grade a,2185,2317,
9/5/2019,Bihar,Jaipur,Jaipur Mandi,Onion,,2329,2998,2465
7/1/2022,Tamil Nadu,Lucknow,Lucknow Mandi,Maize,,2956,3745,3050
13-10-2024,Maharashtra,Pune,APMC Pune,Rice,Grade A,1978,2592,2028
10/13/2020,Karnataka,Jaipur,Patna Bazaar,Rice,Local,1915,2183,1980
11/19/2020,Punjab,Jaipur,Kolkata Market,Soyabean,Grade A,2136,2672,
6/25/2019,Maharashtra,Patna,Patna Bazaar,Wheat,Premium,1265,2039,1310
3/5/2020,Tamil Nadu,Jaipur,Patna Bazaar,Soyabean,Hybrid,922,1070,943
7/28/2023,Karnataka,Coimbatore,Lucknow Mandi,Onion,,1286,1830,1515
7/30/2020,Uttar Pradesh,Patna,Patna Bazaar,Wheat,Grade A,2610,2906,2713
14-04-2024,Maharashtra,Pune,Lucknow Mandi,Cotton,grade a,1099,1740,
28-02-2022,Rajasthan,Lucknow,Kolkata Market,Tomato,,2667,3109,3035
22/06/2023,Karnataka,Coimbatore,Coimbatore Mandi,Rice,Premium,2635,2809,2760
4/9/2019,Punjab,Lucknow,APMC Pune,Rice,,1449,2117,1826
28-08-2024,West Bengal,Pune,Lucknow Mandi,Potato,Premium,1526,2080,
9/11/2022,Uttar Pradesh,Jaipur,Coimbatore Mandi,Onion,grade a,1427,1627,1433
9/27/2019,West Bengal,Lucknow,Mysuru Yard,Cotton,Standard,2085,2816,2440
2/4/2020,Tamil Nadu,Lucknow,APMC Pune,Maize,Premium,1268,1396,1385
9/15/2019,Rajasthan,Coimbatore,Lucknow Mandi,Onion,Grade A,2395,2815,
7/25/2022,Punjab,Jaipur,Lucknow Mandi,Maize,grade a,2571,3016,2674
30-01-2021,Tamil Nadu,Ludhiana,Mysuru Yard,Maize,Local,2915,3480,3439
12/19/2018,Bihar,Mysuru,Mysuru Yard,Onion,Standard,2509,3262,
7/24/2020,Punjab,Kolkata,Lucknow Mandi,Maize,Grade A,2239,2441,2257
30-11-2023,Maharashtra,Mysuru,Coimbatore Mandi,Maize,Standard,1741,2485,
1/25/2021,Karnataka,Kolkata,Lucknow Mandi,Potato,Premium,1030,1418,1132
7/8/2018,West Bengal,Mysuru,Coimbatore Mandi,Wheat,,1324,1542,1470
9/7/2022,Tamil Nadu,Kolkata,APMC Pune,Maize,Standard,2426,3130,
1/4/2019,Punjab,Coimbatore,Mysuru Yard,Maize,Premium,2844,3074,2965
28/12/2020,Punjab,Ludhiana,Ludhiana Market,Maize,Grade A,1987,2561,2325
8/12/2022,Punjab,Jaipur,Jaipur Mandi,Cotton,grade a,1034,1495,
7/12/2019,Tamil Nadu,Pune,Lucknow Mandi,Soyabean,Local,2505,2611,2521
3/8/2024,Uttar Pradesh,Mysuru,Coimbatore Mandi,Maize,,1759,2513,
14-08-2018,Uttar Pradesh,Coimbatore,Lucknow Mandi,Cotton,Grade A,2295,2788,2503
7/14/2021,Tamil Nadu,Kolkata,Ludhiana Market,Onion,grade a,2806,3174,
12/10/2021,Tamil Nadu,Kolkata,Mysuru Yard,Wheat,Hybrid,2368,2666,2391
16-09-2020,Karnataka,Jaipur,Lucknow Mandi,Wheat,,1334,1739,1391
6/11/2023,Maharashtra,Lucknow,Patna Bazaar,Rice,grade a,1271,1818,1630
17/02/2020,Rajasthan,Kolkata,Mysuru Yard,Tomato,grade a,1293,1775,1743
7/14/2023,West Bengal,Jaipur,Coimbatore Mandi,Rice,Local,1740,2018,1928
19/05/2020,Uttar Pradesh,Kolkata,Patna Bazaar,Wheat,Standard,1162,1795,1352
5/10/2018,Uttar Pradesh,Coimbatore,Jaipur Mandi,Soyabean,grade a,2466,3202,2816
4/4/2019,Punjab,Lucknow,Kolkata Market,Rice,Standard,949,1335,1166
25-01-2018,Bihar,Coimbatore,Mysuru Yard,Onion,Local,2902,3421,
31-05-2018,Tamil Nadu,Kolkata,Kolkata Market,Rice,,1283,1698,1417
28/02/2024,Bihar,Lucknow,APMC Pune,Wheat,Standard,1936,2379,2365
6/7/2021,Punjab,Pune,Lucknow Mandi,Maize,grade a,2016,2165,2133
11/20/2020,Rajasthan,Kolkata,Ludhiana Market,Rice,Standard,2633,3194,2749
31-03-2024,West Bengal,Jaipur,APMC Pune,Maize,,2522,2735,
18-10-2020,Bihar,Mysuru,Ludhiana Market,Potato,,1640,1778,1769
5/6/2020,Rajasthan,Pune,Coimbatore Mandi,Wheat,Hybrid,1978,2594,2439
11/6/2019,Tamil Nadu,Ludhiana,Mysuru Yard,Maize,grade a,1242,1647,
6/10/2024,West Bengal,Jaipur,Mysuru Yard,Tomato,Local,2428,3124,2550
4/12/2023,West Bengal,Coimbatore,Lucknow Mandi,Onion,Premium,2448,3074,2583
29-06-2024,Uttar Pradesh,Patna,Patna Bazaar,Wheat,FAQ,1110,1520,1268
18-09-2022,Karnataka,Patna,Kolkata Market,Maize,Hybrid,2573,3135,
7/6/2019,Bihar,Pune,Patna Bazaar,Wheat,grade a,1817,2342,
6/9/2022,Rajasthan,Ludhiana,Coimbatore Mandi,Wheat,Grade A,2265,2848,2648
10/11/2021,Tamil Nadu,Jaipur,Mysuru Yard,Soyabean,Standard,1792,2004,
1/3/2022,Uttar Pradesh,Lucknow,APMC Pune,Wheat,Grade A,2151,2851,2459
9/9/2024,Punjab,Jaipur,Patna Bazaar,Maize,Local,1077,1198,
9/9/2018,Bihar,Pune,Jaipur Mandi,Onion,Standard,2922,3152,
1/7/2020,Maharashtra,Coimbatore,Coimbatore Mandi,Soyabean,Standard,1714,2361,1931
3/2/2021,Punjab,Mysuru,Patna Bazaar,Tomato,,2587,3111,3084
5/2/2018,Karnataka,Pune,Lucknow Mandi,Cotton,FAQ,2572,2706,2597
9/9/2022,Maharashtra,Coimbatore,Coimbatore Mandi,Onion,Premium,1992,2748,
6/1/2024,Punjab,Coimbatore,Patna Bazaar,Potato,Local,2025,2441,2382
6/3/2021,Rajasthan,Pune,Lucknow Mandi,Rice,Hybrid,2764,2874,2822
19/05/2020,Karnataka,Lucknow,Ludhiana Market,Tomato,Standard,1568,2239,1996
10/4/2023,Uttar Pradesh,Ludhiana,Patna Bazaar,Potato,Premium,872,1351,
1/7/2023,Punjab,Jaipur,Mysuru Yard,Soyabean,Grade A,1512,1947,1542
2/5/2023,Uttar Pradesh,Pune,Coimbatore Mandi,Potato,Hybrid,1115,1873,1681
