Arrival_Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,,,
06/03/2020,Karnataka,Pune,APMC Pune,Maize,Hybrid,851,1092,1067,,,
08/10/2019,Maharashtra,Lucknow,Patna Bazaar,Rice,Unknown,1808,2026,1917,,,
10/04/2019,Tamil Nadu,Lucknow,Patna Bazaar,Cotton,Hybrid,1335,1635,1485,,,
03/07/2024,Karnataka,Pune,Patna Bazaar,Wheat,Standard,1530,2059,1897,,,
02/08/2021,Tamil Nadu,Lucknow,Mysuru Yard,Maize,Grade A,2774,3554,2898,,,
02/09/2020,Bihar,Patna,Ludhiana Market,Tomato,Standard,1599,2237,1729,,,
10/21/2021,Karnataka,Lucknow,Lucknow Mandi,Maize,Standard,1925,2320,2122.5,,,
09/29/2018,Maharashtra,Jaipur,Mysuru Yard,Tomato,Local,2367,3095,2731,,,
08/15/2022,Punjab,Kolkata,Mysuru Yard,Wheat,Faq,2697,3037,2867,,,
09/05/2021,Rajasthan,Patna,Kolkata Market,Wheat,Local,2944,3097,3028,,,
05/25/2022,West Bengal,Mysuru,Mysuru Yard,Wheat,Faq,1247,1426,1336.5,,,
07/04/2022,Karnataka,Patna,Coimbatore Mandi,Potato,Premium,1637,1882,1768,,,
09/21/2022,Bihar,Pune,Lucknow Mandi,Rice,Grade A,2932,3719,3676,,,
06/04/2022,Maharashtra,Jaipur,Jaipur Mandi,Wheat,Premium,1805,2314,2059.5,,,
09/12/2020,Bihar,Pune,Coimbatore Mandi,Onion,Hybrid,1201,1973,1440,,,
06/09/2020,Maharashtra,Lucknow,Kolkata Market,Onion,Local,2550,3211,2565,,,
02/06/2019,Punjab,Mysuru,Mysuru Yard,Wheat,Standard,1805,2323,1829,,,
11/12/2019,Rajasthan,Ludhiana,Mysuru Yard,Cotton,Standard,1663,2279,2213,,,
01/04/2019,Karnataka,Ludhiana,Ludhiana Market,Maize,Grade A,852,1514,883,,,
11/29/2023,Maharashtra,Pune,Patna Bazaar,Wheat,Premium,2988,3458,3320,,,
01/03/2021,West Bengal,Mysuru,Jaipur Mandi,Potato,Hybrid,1072,1205,1185,,,
07/12/2020,Maharashtra,Jaipur,Mysuru Yard,Onion,Hybrid,1023,1339,1311,,,
06/03/2020,Rajasthan,Patna,Kolkata Market,Cotton,Hybrid,1205,1415,1238,,,
10/11/2022,Tamil Nadu,Ludhiana,Patna Bazaar,Potato,Local,1038,1537,1399,,,
04/02/2019,Rajasthan,Lucknow,Patna Bazaar,Maize,Local,1337,1500,1468,,,
12/10/2021,Rajasthan,Ludhiana,Kolkata Market,Rice,Grade A,978,1495,1419,,,
02/09/2025,Uttar Pradesh,Coimbatore,Ludhiana Market,Onion,Unknown,1896,2531,2213.5,,,
11/09/2018,Maharashtra,Kolkata,APMC Pune,Cotton,Local,2143,2928,2535.5,,,
08/17/2020,West Bengal,Lucknow,Kolkata Market,Tomato,Unknown,1170,1839,1504.5,,,
02/03/2020,Karnataka,Jaipur,Jaipur Mandi,Potato,Local,939,1129,956,,,
09/10/2024,Maharashtra,Kolkata,Lucknow Mandi,Wheat,Premium,1885,2011,1953,,,
02/01/2018,Rajasthan,Lucknow,Kolkata Market,Soyabean,Faq,2117,2688,2683,,,
01/09/2020,Maharashtra,Patna,Lucknow Mandi,Maize,Standard,2095,2629,2362,,,
04/03/2023,Maharashtra,Jaipur,Lucknow Mandi,Potato,Premium,842,1558,1272,,,
03/08/2019,Karnataka,Pune,Lucknow Mandi,Soyabean,Local,2979,3164,3071.5,,,
11/08/2022,West Bengal,Pune,Ludhiana Market,Potato,Standard,2060,2745,2330,,,
09/07/2021,Maharashtra,Patna,Jaipur Mandi,Wheat,Premium,2043,2564,2062,,,
01/05/2021,Tamil Nadu,Pune,Ludhiana Market,Cotton,Local,2214,2934,2827,,,
01/11/2019,Maharashtra,Coimbatore,APMC Pune,Tomato,Grade A,1437,1830,1450,,,
04/03/2023,Uttar Pradesh,Ludhiana,Patna Bazaar,Soyabean,Faq,2087,2312,2234,,,
02/01/2021,Tamil Nadu,Pune,Lucknow Mandi,Cotton,Standard,2650,2812,2731,,,
06/06/2023,Karnataka,Jaipur,Lucknow Mandi,Maize,Local,2225,2607,2481,,,
05/02/2022,Rajasthan,Jaipur,Ludhiana Market,Maize,Unknown,1955,2101,2080,,,
11/13/2019,Bihar,Mysuru,Kolkata Market,Rice,Local,2216,2604,2488,,,
03/07/2019,West Bengal,Ludhiana,Kolkata Market,Wheat,Unknown,1510,1676,1511,,,
01/11/2021,Punjab,Kolkata,Jaipur Mandi,Rice,Grade A,1334,1968,1886,,,
03/06/2022,West Bengal,Lucknow,Coimbatore Mandi,Wheat,Premium,1258,1527,1399,,,
12/16/2022,Rajasthan,Lucknow,APMC Pune,Cotton,Faq,2007,2480,2393,,,
11/04/2020,Punjab,Kolkata,APMC Pune,Maize,Standard,2770,3330,3050,,,
01/06/2024,Tamil Nadu,Kolkata,Lucknow Mandi,Wheat,Grade A,1048,1269,1048,,,
09/20/2022,West Bengal,Kolkata,Coimbatore Mandi,Rice,Hybrid,1064,1193,1128.5,,,
12/01/2023,Tamil Nadu,Pune,Mysuru Yard,Wheat,Standard,2901,3187,3111,,,
08/03/2020,Tamil Nadu,Ludhiana,Lucknow Mandi,Soyabean,Premium,2918,3326,3268,,,
02/27/2021,West Bengal,Jaipur,Ludhiana Market,Soyabean,Local,903,1448,1376,,,
02/08/2022,Maharashtra,Coimbatore,Coimbatore Mandi,Potato,Standard,2519,2965,2905,,,
03/10/2018,Punjab,Patna,Ludhiana Market,Onion,Grade A,1468,1721,1593,,,
12/07/2019,West Bengal,Jaipur,Patna Bazaar,Potato,Grade A,2620,2758,2711,,,
10/11/2018,Karnataka,Kolkata,Ludhiana Market,Rice,Grade A,1373,1835,1387,,,
07/23/2022,Tamil Nadu,Ludhiana,Lucknow Mandi,Soyabean,Faq,1340,1768,1554,,,
04/09/2019,Maharashtra,Pune,APMC Pune,Tomato,Standard,1959,2070,2014.5,,,
03/10/2025,Tamil Nadu,Mysuru,Jaipur Mandi,Onion,Faq,1552,1747,1735,,,
05/29/2024,West Bengal,Mysuru,Lucknow Mandi,Soyabean,Unknown,2941,3425,3244,,,
03/10/2020,Bihar,Patna,Lucknow Mandi,Tomato,Faq,1314,1530,1422,,,
12/10/2020,Karnataka,Ludhiana,Jaipur Mandi,Cotton,Unknown,1881,2031,2019,,,
03/05/2020,Punjab,Ludhiana,Patna Bazaar,Rice,Standard,1180,1611,1313,,,
12/12/2019,Uttar Pradesh,Patna,Coimbatore Mandi,Soyabean,Standard,2916,3688,3302,,,
04/23/2021,Tamil Nadu,Jaipur,Patna Bazaar,Cotton,Unknown,890,1668,1200,,,
05/02/2019,Karnataka,Patna,APMC Pune,Potato,Local,2754,2934,2858,,,
10/25/2020,Maharashtra,Mysuru,Kolkata Market,Tomato,Hybrid,1446,2005,1625,,,
07/01/2019,Rajasthan,Lucknow,Jaipur Mandi,Soyabean,Standard,1374,1907,1882,,,
08/06/2018,Uttar Pradesh,Pune,Ludhiana Market,Soyabean,Premium,2895,3549,3222,,,
01/08/2023,Rajasthan,Lucknow,Jaipur Mandi,Cotton,Grade A,2936,3278,3227,,,
09/12/2023,Punjab,Lucknow,Ludhiana Market,Potato,Hybrid,2438,2848,2643,,,
03/01/2021,West Bengal,Mysuru,Ludhiana Market,Cotton,Unknown,1557,2295,2235,,,
05/01/2022,Rajasthan,Coimbatore,Coimbatore Mandi,Soyabean,Standard,2457,2783,2545,,,
06/11/2023,Maharashtra,Pune,Coimbatore Mandi,Rice,Unknown,2562,3099,2830,,,
12/21/2020,Maharashtra,Lucknow,APMC Pune,Rice,Unknown,2181,2838,2509.5,,,
03/07/2023,Tamil Nadu,Ludhiana,Kolkata Market,Soyabean,Hybrid,2413,2543,2421,,,
10/04/2022,Rajasthan,Mysuru,Mysuru Yard,Onion,Grade A,951,1624,1287.5,,,
05/09/2026,West Bengal,Pune,Coimbatore Mandi,Onion,Faq,2814,3488,3299,,,
01/07/2023,Tamil Nadu,Mysuru,Ludhiana Market,Cotton,Unknown,1025,1589,1465,,,
01/10/2021,Uttar Pradesh,Ludhiana,Lucknow Mandi,Maize,Hybrid,1983,2609,2296,,,
12/16/2019,Bihar,Pune,Coimbatore Mandi,Cotton,Hybrid,1922,2354,2138,,,
01/08/2023,Karnataka,Ludhiana,Kolkata Market,Cotton,Grade A,1156,1720,1438,,,
09/07/2023,Uttar Pradesh,Coimbatore,Lucknow Mandi,Rice,Hybrid,1743,1966,1854.5,,,
03/19/2018,Tamil Nadu,Coimbatore,Mysuru Yard,Wheat,Standard,1599,1757,1697,,,
03/01/2022,Tamil Nadu,Mysuru,Patna Bazaar,Wheat,Grade A,1367,1862,1739,,,
08/05/2019,Bihar,Kolkata,Kolkata Market,Maize,Unknown,2922,3565,3243.5,,,
07/11/2020,Karnataka,Ludhiana,Lucknow Mandi,Soyabean,Faq,2975,3595,3335,,,
02/05/2021,West Bengal,Patna,Mysuru Yard,Onion,Unknown,2914,3643,3356,,,
10/03/2020,West Bengal,Coimbatore,Jaipur Mandi,Wheat,Grade A,2136,2618,2501,,,
01/16/2022,West Bengal,Mysuru,Ludhiana Market,Maize,Unknown,2467,3195,2924,,,
05/10/2021,Rajasthan,Pune,Jaipur Mandi,Maize,Hybrid,1145,1489,1474,,,
07/07/2023,Tamil Nadu,Pune,Ludhiana Market,Potato,Faq,1987,2652,2258,,,
10/28/2021,Uttar Pradesh,Lucknow,APMC Pune,Rice,Local,1730,2449,2055,,,
01/09/2023,Rajasthan,Jaipur,Kolkata Market,Soyabean,Grade A,1228,1848,1302,,,
03/07/2025,Rajasthan,Ludhiana,Ludhiana Market,Cotton,Unknown,963,1163,1114,,,
12/12/2023,Uttar Pradesh,Coimbatore,Mysuru Yard,Soyabean,Standard,1610,2096,1684,,,
09/12/2022,Punjab,Coimbatore,Lucknow Mandi,Wheat,Hybrid,2466,3057,2908,,,
01/09/2023,Uttar Pradesh,Pune,Lucknow Mandi,Onion,Premium,1566,1844,1705,,,
06/10/2023,Maharashtra,Kolkata,Jaipur Mandi,Maize,Standard,1445,2119,1669,,,
12/12/2023,Rajasthan,Ludhiana,Jaipur Mandi,Rice,Standard,1873,2300,2222,,,
05/06/2022,West Bengal,Coimbatore,APMC Pune,Wheat,Grade A,1813,2427,2120,,,
02/22/2021,West Bengal,Pune,Kolkata Market,Rice,Local,883,1437,1389,,,
03/04/2022,Rajasthan,Lucknow,Lucknow Mandi,Potato,Faq,1339,1837,1552,,,
07/07/2021,Tamil Nadu,Mysuru,Jaipur Mandi,Maize,Grade A,1508,2278,2050,,,
07/08/2026,Maharashtra,Lucknow,Ludhiana Market,Cotton,Grade A,2615,3062,2987,,,
03/07/2021,Tamil Nadu,Pune,Patna Bazaar,Onion,Grade A,1528,1991,1750,,,
05/03/2025,Maharashtra,Lucknow,Jaipur Mandi,Soyabean,Grade A,2382,2818,2797,,,
01/03/2025,Rajasthan,Coimbatore,Patna Bazaar,Potato,Grade A,2786,3079,2932.5,,,
07/01/2022,Rajasthan,Pune,Mysuru Yard,Onion,Grade A,2934,3312,2976,,,
09/10/2018,Uttar Pradesh,Ludhiana,Coimbatore Mandi,Cotton,Local,2731,3294,3012.5,,,
06/04/2020,Maharashtra,Patna,Lucknow Mandi,Cotton,Faq,2448,2984,2716,,,
09/03/2018,Punjab,Jaipur,Mysuru Yard,Maize,Grade A,845,1172,947,,,
06/29/2020,Karnataka,Patna,Kolkata Market,Cotton,Grade A,1674,1926,1800,,,
10/07/2018,Uttar Pradesh,Mysuru,Mysuru Yard,Potato,Premium,2569,3310,2628,,,
07/11/2024,Karnataka,Coimbatore,Patna Bazaar,Potato,Premium,1831,1996,1913.5,,,
06/03/2021,West Bengal,Kolkata,APMC Pune,Maize,Premium,876,1673,1274.5,,,
02/06/2024,Punjab,Patna,Ludhiana Market,Onion,Unknown,1614,2130,1735,,,
08/17/2022,Karnataka,Kolkata,Jaipur Mandi,Cotton,Hybrid,2111,2378,2275,,,
05/06/2026,Punjab,Jaipur,Patna Bazaar,Potato,Faq,1850,2364,2228,,,
05/04/2024,Punjab,Mysuru,Coimbatore Mandi,Cotton,Grade A,1052,1191,1121.5,,,
07/07/2023,Karnataka,Coimbatore,Jaipur Mandi,Onion,Unknown,2226,2553,2354,,,
09/19/2019,Uttar Pradesh,Coimbatore,Kolkata Market,Tomato,Local,1900,2378,2208,,,
12/05/2022,Uttar Pradesh,Pune,Jaipur Mandi,Rice,Faq,2856,3383,3139,,,
01/27/2018,Rajasthan,Ludhiana,Kolkata Market,Cotton,Faq,1431,1758,1681,,,
01/11/2020,Tamil Nadu,Coimbatore,Patna Bazaar,Wheat,Unknown,2072,2219,2145.5,,,
01/01/2019,West Bengal,Kolkata,Coimbatore Mandi,Wheat,Hybrid,1856,2521,2174,,,
02/21/2018,Tamil Nadu,Coimbatore,Jaipur Mandi,Soyabean,Premium,2885,3592,3238.5,,,
02/05/2020,Karnataka,Patna,Ludhiana Market,Onion,Standard,1870,2591,2230.5,,,
01/04/2024,Maharashtra,Jaipur,Jaipur Mandi,Soyabean,Grade A,2355,3038,2696.5,,,
05/09/2021,Bihar,Mysuru,Patna Bazaar,Onion,Faq,1492,1652,1539,,,
03/04/2024,Uttar Pradesh,Pune,Patna Bazaar,Cotton,Faq,2607,2730,2668.5,,,
07/10/2025,Uttar Pradesh,Patna,Patna Bazaar,Cotton,Grade A,2379,2526,2493,,,
06/10/2025,Bihar,Mysuru,Coimbatore Mandi,Tomato,Faq,2054,2664,2644,,,
01/08/2019,Rajasthan,Mysuru,Jaipur Mandi,Wheat,Unknown,1084,1461,1151,,,
05/01/2021,Bihar,Ludhiana,Mysuru Yard,Onion,Hybrid,2208,2693,2276,,,
09/01/2024,West Bengal,Kolkata,Ludhiana Market,Onion,Unknown,2414,3040,2727,,,
10/28/2021,Bihar,Jaipur,Coimbatore Mandi,Potato,Standard,2033,2824,2428.5,,,
11/12/2022,West Bengal,Coimbatore,Patna Bazaar,Tomato,Faq,2167,2368,2329,,,
02/01/2018,Maharashtra,Mysuru,Ludhiana Market,Potato,Faq,1931,2105,1954,,,
06/05/2020,Rajasthan,Patna,Jaipur Mandi,Tomato,Faq,873,1639,1256,,,
07/06/2022,Maharashtra,Kolkata,Kolkata Market,Tomato,Hybrid,2343,2814,2578.5,,,
11/11/2020,Uttar Pradesh,Ludhiana,Patna Bazaar,Wheat,Premium,2734,3397,3065.5,,,
07/15/2021,Bihar,Coimbatore,Kolkata Market,Cotton,Local,1494,1664,1579,,,
10/08/2024,Karnataka,Ludhiana,Patna Bazaar,Cotton,Grade A,2354,3082,2718,,,
04/12/2023,Bihar,Kolkata,APMC Pune,Wheat,Faq,2352,2950,2651,,,
09/16/2023,Punjab,Mysuru,APMC Pune,Onion,Local,1660,2260,1960,,,
06/06/2023,Tamil Nadu,Coimbatore,Lucknow Mandi,Onion,Local,1172,1660,1226,,,
08/13/2021,West Bengal,Pune,Lucknow Mandi,Rice,Premium,2614,2920,2811,,,
12/08/2021,Karnataka,Ludhiana,APMC Pune,Onion,Premium,2807,3377,2873,,,
07/02/2025,Maharashtra,Patna,Kolkata Market,Maize,Faq,1677,1868,1750,,,
10/16/2024,West Bengal,Mysuru,APMC Pune,Cotton,Hybrid,1377,2130,2119,,,
12/30/2021,Punjab,Ludhiana,Kolkata Market,Cotton,Local,2837,3345,2850,,,
03/12/2023,Karnataka,Pune,Ludhiana Market,Wheat,Unknown,2787,3470,3308,,,
11/11/2022,Punjab,Pune,Patna Bazaar,Wheat,Unknown,2665,3135,3087,,,
08/10/2022,Maharashtra,Pune,Patna Bazaar,Maize,Standard,2061,2389,2233,,,
06/02/2024,Maharashtra,Ludhiana,Lucknow Mandi,Rice,Hybrid,1418,2193,1973,,,
11/04/2023,Rajasthan,Mysuru,Lucknow Mandi,Tomato,Hybrid,2674,2983,2879,,,
02/08/2021,Tamil Nadu,Lucknow,Coimbatore Mandi,Rice,Faq,2805,3114,2959.5,,,
08/23/2023,Bihar,Mysuru,Kolkata Market,Potato,Unknown,2079,2213,2079,,,
04/07/2026,Uttar Pradesh,Ludhiana,Jaipur Mandi,Cotton,Unknown,1995,2471,2378,,,
03/01/2023,Karnataka,Mysuru,Kolkata Market,Potato,Grade A,1008,1276,1019,,,
02/05/2020,Rajasthan,Patna,APMC Pune,Potato,Standard,2370,2574,2417,,,
11/03/2019,Bihar,Mysuru,Ludhiana Market,Soyabean,Faq,810,1602,1274,,,
03/03/2018,Karnataka,Ludhiana,Coimbatore Mandi,Maize,Hybrid,1044,1546,1050,,,
03/12/2021,Karnataka,Ludhiana,Lucknow Mandi,Rice,Faq,1421,1882,1852,,,
09/09/2021,Maharashtra,Ludhiana,APMC Pune,Potato,Premium,2914,3460,3135,,,
07/04/2023,Tamil Nadu,Pune,Mysuru Yard,Maize,Local,1604,1921,1762.5,,,
05/07/2022,Maharashtra,Ludhiana,Mysuru Yard,Maize,Hybrid,2315,2526,2437,,,
07/09/2023,Uttar Pradesh,Ludhiana,Patna Bazaar,Maize,Premium,2311,2876,2593.5,,,
08/02/2018,Maharashtra,Mysuru,Kolkata Market,Onion,Grade A,2198,2916,2557,,,
05/07/2023,West Bengal,Patna,Ludhiana Market,Onion,Unknown,1020,1598,1202,,,
07/10/2021,Punjab,Kolkata,Lucknow Mandi,Soyabean,Local,2348,2632,2630,,,
05/03/2018,Karnataka,Pune,Jaipur Mandi,Onion,Grade A,2723,3362,2973,,,
03/11/2020,Bihar,Kolkata,APMC Pune,Onion,Faq,1638,2222,2019,,,
04/08/2025,Rajasthan,Coimbatore,Coimbatore Mandi,Maize,Unknown,2544,2947,2745.5,,,
08/03/2020,Tamil Nadu,Mysuru,Mysuru Yard,Cotton,Grade A,2480,2685,2489,,,
02/04/2021,Bihar,Patna,Jaipur Mandi,Wheat,Local,2930,3525,3227.5,,,
05/07/2022,West Bengal,Lucknow,Lucknow Mandi,Maize,Hybrid,1941,2239,1946,,,
02/12/2022,West Bengal,Lucknow,Kolkata Market,Tomato,Grade A,2757,2890,2823.5,,,
08/07/2022,Punjab,Coimbatore,Ludhiana Market,Tomato,Grade A,2096,2265,2180.5,,,
09/12/2019,Tamil Nadu,Coimbatore,Lucknow Mandi,Tomato,Hybrid,2543,2929,2866,,,
10/07/2020,Tamil Nadu,Coimbatore,Coimbatore Mandi,Maize,Standard,2335,3037,2781,,,
09/08/2024,Tamil Nadu,Jaipur,Lucknow Mandi,Maize,Faq,2045,2299,2239,,,
06/17/2022,Bihar,Patna,Coimbatore Mandi,Rice,Faq,1377,1835,1584,,,
12/03/2018,Punjab,Pune,Kolkata Market,Maize,Premium,1303,1605,1345,,,
02/09/2024,Punjab,Kolkata,Mysuru Yard,Cotton,Faq,2783,3029,2951,,,
01/11/2018,Karnataka,Pune,Ludhiana Market,Soyabean,Local,1082,1795,1472,,,
04/04/2019,Uttar Pradesh,Patna,Kolkata Market,Wheat,Grade A,2332,2469,2400.5,,,
07/06/2018,West Bengal,Patna,Mysuru Yard,Onion,Faq,1444,1609,1555,,,
10/05/2018,Punjab,Jaipur,Ludhiana Market,Onion,Grade A,2073,2381,2227,,,
03/20/2018,Uttar Pradesh,Jaipur,Kolkata Market,Onion,Faq,1527,1906,1716.5,,,
02/04/2023,Bihar,Ludhiana,APMC Pune,Maize,Unknown,2278,2929,2787,,,
03/08/2022,West Bengal,Ludhiana,Jaipur Mandi,Onion,Premium,1877,2069,1947,,,
04/02/2024,Uttar Pradesh,Pune,Patna Bazaar,Potato,Premium,2247,2867,2589,,,
07/12/2018,Karnataka,Ludhiana,Coimbatore Mandi,Cotton,Local,1657,1773,1702,,,
04/20/2020,Uttar Pradesh,Jaipur,Coimbatore Mandi,Tomato,Grade A,1538,1832,1749,,,
03/02/2022,West Bengal,Patna,Jaipur Mandi,Soyabean,Grade A,2853,3584,3577,,,
01/28/2022,Tamil Nadu,Pune,Ludhiana Market,Onion,Faq,2312,2592,2413,,,
06/11/2019,Punjab,Lucknow,Lucknow Mandi,Potato,Hybrid,2064,2758,2593,,,
11/11/2020,Punjab,Patna,Mysuru Yard,Wheat,Premium,2418,3024,2957,,,
04/03/2021,Tamil Nadu,Coimbatore,Patna Bazaar,Soyabean,Hybrid,1889,1996,1934,,,
07/01/2018,Maharashtra,Patna,Jaipur Mandi,Cotton,Unknown,2555,2737,2645,,,
07/01/2019,Uttar Pradesh,Patna,Kolkata Market,Onion,Grade A,2417,3184,2670,,,
05/04/2022,Tamil Nadu,Lucknow,Ludhiana Market,Rice,Faq,1397,1751,1538,,,
05/07/2024,West Bengal,Mysuru,Patna Bazaar,Potato,Standard,2550,3037,2696,,,
01/01/2020,Uttar Pradesh,Patna,Jaipur Mandi,Onion,Grade A,1429,1722,1521,,,
05/04/2026,Maharashtra,Coimbatore,Jaipur Mandi,Wheat,Standard,2167,2649,2488,,,
02/07/2021,Uttar Pradesh,Ludhiana,Patna Bazaar,Soyabean,Standard,933,1397,1165,,,
11/04/2025,Maharashtra,Mysuru,Ludhiana Market,Potato,Hybrid,2623,3155,2928,,,
05/11/2022,Punjab,Patna,Lucknow Mandi,Tomato,Premium,987,1443,1215,,,
03/01/2022,Maharashtra,Pune,Kolkata Market,Tomato,Standard,2163,2421,2292,,,
09/29/2023,Tamil Nadu,Ludhiana,Jaipur Mandi,Maize,Premium,1670,2364,1740,,,
01/24/2020,Rajasthan,Coimbatore,Coimbatore Mandi,Cotton,Hybrid,935,1231,1082,,,
05/08/2021,Rajasthan,Coimbatore,Mysuru Yard,Rice,Faq,1736,2025,1880.5,,,
09/04/2025,West Bengal,Coimbatore,APMC Pune,Potato,Local,2458,2688,2548,,,
02/04/2022,Uttar Pradesh,Mysuru,Coimbatore Mandi,Onion,Hybrid,2933,3466,3045,,,
05/05/2024,Tamil Nadu,Lucknow,Lucknow Mandi,Potato,Standard,1182,1283,1232.5,,,
05/11/2022,Rajasthan,Coimbatore,Lucknow Mandi,Wheat,Hybrid,2955,3107,2989,,,
04/15/2020,Uttar Pradesh,Coimbatore,Lucknow Mandi,Potato,Grade A,2940,3465,3239,,,
11/23/2018,Karnataka,Patna,Jaipur Mandi,Rice,Hybrid,870,1398,1134,,,
10/04/2023,Tamil Nadu,Lucknow,Lucknow Mandi,Wheat,Local,2789,3358,3073.5,,,
09/04/2023,Punjab,Ludhiana,Mysuru Yard,Potato,Premium,2546,3067,3033,,,
02/10/2022,Tamil Nadu,Pune,APMC Pune,Tomato,Standard,1178,1890,1474,,,
02/04/2022,Punjab,Ludhiana,Mysuru Yard,Soyabean,Unknown,1749,2249,2068,,,
02/07/2023,Bihar,Ludhiana,Patna Bazaar,Wheat,Hybrid,2194,2485,2410,,,
02/01/2023,Tamil Nadu,Ludhiana,APMC Pune,Onion,Grade A,2186,2909,2547.5,,,
11/08/2020,Karnataka,Mysuru,Mysuru Yard,Maize,Local,2943,3706,3324.5,,,
01/09/2024,Uttar Pradesh,Lucknow,Ludhiana Market,Potato,Grade A,1134,1291,1142,,,
12/02/2024,Punjab,Kolkata,Patna Bazaar,Potato,Hybrid,1209,1968,1869,,,
01/16/2021,Maharashtra,Patna,Jaipur Mandi,Rice,Standard,2681,2871,2776,,,
03/11/2024,Tamil Nadu,Ludhiana,Jaipur Mandi,Tomato,Grade A,1543,2140,2030,,,
10/03/2021,Maharashtra,Pune,Mysuru Yard,Onion,Standard,843,1519,1157,,,
05/21/2021,Tamil Nadu,Mysuru,Patna Bazaar,Wheat,Hybrid,2109,2612,2600,,,
04/01/2024,Rajasthan,Lucknow,Kolkata Market,Rice,Standard,2518,2861,2645,,,
11/03/2020,Maharashtra,Kolkata,Lucknow Mandi,Cotton,Premium,2709,2915,2812,,,
06/28/2023,Punjab,Jaipur,APMC Pune,Wheat,Standard,948,1324,1051,,,
02/10/2026,Rajasthan,Lucknow,Ludhiana Market,Tomato,Premium,2666,3423,3044.5,,,
11/08/2019,Karnataka,Mysuru,Patna Bazaar,Rice,Local,2239,2584,2243,,,
12/02/2024,West Bengal,Jaipur,Ludhiana Market,Cotton,Grade A,2809,3148,2978.5,,,
04/03/2023,Punjab,Jaipur,APMC Pune,Maize,Faq,1303,1416,1341,,,
04/12/2023,West Bengal,Lucknow,Jaipur Mandi,Wheat,Faq,2244,2605,2424.5,,,
08/11/2024,Bihar,Mysuru,Jaipur Mandi,Rice,Local,2403,3163,2783,,,
11/12/2020,Maharashtra,Mysuru,Lucknow Mandi,Onion,Grade A,1290,1791,1444,,,
09/11/2023,Maharashtra,Patna,Lucknow Mandi,Onion,Faq,1112,1492,1302,,,
02/08/2024,Maharashtra,Lucknow,Lucknow Mandi,Wheat,Premium,1619,1850,1734.5,,,
11/08/2022,Rajasthan,Pune,Lucknow Mandi,Soyabean,Faq,1665,1892,1749,,,
10/12/2023,Karnataka,Pune,Jaipur Mandi,Rice,Grade A,1104,1897,1500.5,,,
12/03/2022,Uttar Pradesh,Coimbatore,Kolkata Market,Onion,Local,1173,1666,1388,,,
05/06/2018,Rajasthan,Patna,Mysuru Yard,Cotton,Unknown,1825,2297,2061,,,
03/04/2018,Karnataka,Pune,Kolkata Market,Tomato,Faq,2136,2469,2282,,,
11/01/2018,Karnataka,Pune,Ludhiana Market,Maize,Grade A,2637,3031,3003,,,
02/02/2023,Tamil Nadu,Jaipur,APMC Pune,Rice,Hybrid,2676,3104,2890,,,
05/10/2022,Rajasthan,Patna,Ludhiana Market,Potato,Faq,2813,3413,3113,,,
11/05/2022,Tamil Nadu,Patna,Ludhiana Market,Rice,Standard,865,1103,890,,,
06/11/2021,Tamil Nadu,Pune,Kolkata Market,Rice,Premium,1549,2116,1745,,,
10/26/2023,West Bengal,Jaipur,Jaipur Mandi,Wheat,Faq,1673,2236,2001,,,
04/02/2024,Karnataka,Kolkata,APMC Pune,Maize,Local,2552,3278,3124,,,
09/07/2020,Uttar Pradesh,Kolkata,APMC Pune,Tomato,Grade A,2483,2597,2504,,,
09/10/2023,West Bengal,Coimbatore,Jaipur Mandi,Rice,Local,2462,2702,2580,,,
06/02/2020,Karnataka,Mysuru,Mysuru Yard,Maize,Grade A,2185,2317,2251,,,
09/05/2019,Bihar,Jaipur,Jaipur Mandi,Onion,Unknown,2329,2998,2465,,,
07/01/2022,Tamil Nadu,Lucknow,Lucknow Mandi,Maize,Unknown,2956,3745,3050,,,
01/10/2025,Maharashtra,Pune,APMC Pune,Rice,Grade A,1978,2592,2028,,,
10/13/2020,Karnataka,Jaipur,Patna Bazaar,Rice,Local,1915,2183,1980,,,
11/19/2020,Punjab,Jaipur,Kolkata Market,Soyabean,Grade A,2136,2672,2404,,,
06/25/2019,Maharashtra,Patna,Patna Bazaar,Wheat,Premium,1265,2039,1310,,,
03/05/2020,Tamil Nadu,Jaipur,Patna Bazaar,Soyabean,Hybrid,922,1070,943,,,
07/28/2023,Karnataka,Coimbatore,Lucknow Mandi,Onion,Unknown,1286,1830,1515,,,
07/30/2020,Uttar Pradesh,Patna,Patna Bazaar,Wheat,Grade A,2610,2906,2713,,,
02/04/2025,Maharashtra,Pune,Lucknow Mandi,Cotton,Grade A,1099,1740,1419.5,,,
04/02/2024,Rajasthan,Lucknow,Kolkata Market,Tomato,Unknown,2667,3109,3035,,,
10/06/2024,Karnataka,Coimbatore,Coimbatore Mandi,Rice,Premium,2635,2809,2760,,,
04/09/2019,Punjab,Lucknow,APMC Pune,Rice,Unknown,1449,2117,1826,,,
04/08/2026,West Bengal,Pune,Lucknow Mandi,Potato,Premium,1526,2080,1803,,,
09/11/2022,Uttar Pradesh,Jaipur,Coimbatore Mandi,Onion,Grade A,1427,1627,1433,,,
09/27/2019,West Bengal,Lucknow,Mysuru Yard,Cotton,Standard,2085,2816,2440,,,
